lobbyist_action,uid,registrant_name,organization,employer,nature_of_business,subj_num1,subj_1,desc_1,subj_num2,subj_2,desc_2,subj_num_3,subj_3,desc_3,subj_num4,subj_4,desc_4,subj_num5,subj_5,desc_5
Legislation,A024600, Sushant  Sidh," Capitol Strategies, LLC"," Waveseer, Inc.", Healthcare,1,Other,Healthcare,,,,,,,,,,,,
Legislation,A024602, Sushant  Sidh," Capitol Strategies, LLC", W.L. Gore & Associates, General Product Manufacturer,1,Other,Engineering,,,,,,,,,,,,
Legislation,A024604, Sushant  Sidh," Capitol Strategies, LLC", IATSE Local 487, Studio Mechanics and Broadcast Technicians,1,Taxes - Miscellaneous,,,,,,,,,,,,,
Legislation,A024606, Sushant  Sidh," Capitol Strategies, LLC"," Stonewall Capital, LLC", Real Estate Development,1,Real Property,,,,,,,,,,,,,
Legislation,A024608, Sushant  Sidh," Capitol Strategies, LLC", Abner's, Gaming,1,Gaming,,,,,,,,,,,,,
Legislation,A024610, Sushant  Sidh," Capitol Strategies, LLC", Centurion, Correctional Healthcare,1,Other,Correctional Healthcare,,,,,,,,,,,,
Legislation,A024612, Sushant  Sidh," Capitol Strategies, LLC", Covanta Energy LLC, Energy,1,Energy,,,,,,,,,,,,,
Legislation,A024614, Sushant  Sidh," Capitol Strategies, LLC", Ameresco, Energy,1,Energy,,,,,,,,,,,,,
Legislation,A024616, Sushant  Sidh," Capitol Strategies, LLC", Brightview Senior Living, Senior Living,1,Other,Senior Living,,,,,,,,,,,,
Legislation,A024618, Sushant  Sidh," Capitol Strategies, LLC", Delta Bingo t/a Daily Double Bingo, Gaming/Bingo/Lottery/Raffles,1,Gaming,,,,,,,,,,,,,
Legislation,A024620, Sushant  Sidh," Capitol Strategies, LLC"," Al Fakher Distribution USA, Inc", Shisha,1,Other,Shisha,,,,,,,,,,,,
Legislation,A024622, Sushant  Sidh," Capitol Strategies, LLC"," Atlantic Bingo Supply, Inc", Gaming/Bingo Supplies,1,Gaming,,,,,,,,,,,,,
Legislation,A024624, Sushant  Sidh," Capitol Strategies, LLC", American Recyclable Plastic Bag Alliance, Storage Solutions,1,Other,Storage Solutions,,,,,,,,,,,,
Legislation,A024626, Sushant  Sidh," Capitol Strategies, LLC", Ferrovial Construction US Corp, Construction,1,Private Sector Labor and Industry,,,,,,,,,,,,,
Legislation,A024630, Sushant  Sidh," Capitol Strategies, LLC"," Cintra US Services, LLC", Transportation Infrastructure,1,Transportation - Generally,,,,,,,,,,,,,
Legislation,A024632, Erin  Appel," Capitol Strategies, LLC", IATSE Local 487, Studio Mechanics and Broadcast Technicians,1,Other,Other,,,,,,,,,,,,
Gun safety legislation;,A024636, Rylie Elizabeth Shewbridge, Bellamy Genn Group LLC, Everytown for Gun Safety Action Fund, Non-Profit; Gun violence reduction,1,Other,Gun Safety,,,,,,,,,,,,
Legislation,A024638, Erin  Appel," Capitol Strategies, LLC", Willis Towers Watson Southeast, Insurance,1,Other,Insurance,,,,,,,,,,,,
Legislation,A024640, Sushant  Sidh," Capitol Strategies, LLC", Willis Towers Watson Southeast, Insurance,1,Insurance - Other than Health,,,,,,,,,,,,,
Legislation,A024642, Erin  Appel," Capitol Strategies, LLC", Verizon Communications, Telecommunications,1,Other,Telecommunications,,,,,,,,,,,,
Legislation,A024644, Erin  Appel," Capitol Strategies, LLC", W.L. Gore & Associates, General Product Manufacturer,1,Other,Other,,,,,,,,,,,,
Legislation,A024646, Erin  Appel," Capitol Strategies, LLC", Veritas HHS, Child Support Enforcement and Health Care Administration,1,Other,Other,,,,,,,,,,,,
Legislation,A024648, Erin  Appel," Capitol Strategies, LLC"," Residences at Benning Road LLC, The", Senior Housing,1,Other,Senior Living,,,,,,,,,,,,
Legislation,A024650, Erin  Appel," Capitol Strategies, LLC", TikTok Inc. US, Social Media Platform,1,Other,Other,,,,,,,,,,,,
,A024652, Erin  Appel," Capitol Strategies, LLC", Alstom, Transportation,1,Transportation - Generally,,,,,,,,,,,,,
Legislation,A024658, Erin  Appel," Capitol Strategies, LLC", Slice Wireless Solutions, Telecommunications,1,Other,Telecommunications,,,,,,,,,,,,
Legislation,A024660, Erin  Appel," Capitol Strategies, LLC"," Allegis, Redwood, Maxim Public Affairs, LLC", Investment,1,Other,Other,,,,,,,,,,,,
Legislation,A024662, Erin  Appel," Capitol Strategies, LLC"," Aramark Correctional Services, LLC", Correctional Facilities,1,Other,Correctional Facilities,,,,,,,,,,,,
Legislation,A024664, Erin  Appel," Capitol Strategies, LLC", Association for Accessible Medicines, National Trade Association for manufacturers of generic drugs,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024666, Erin  Appel," Capitol Strategies, LLC"," Maryland Geothermal Association, The", Trade Organization,1,Energy,,,,,,,,,,,,,
Legislation,A024668, Erin  Appel," Capitol Strategies, LLC"," Constellation Energy Generation, LLC", Electricity and gas generation and distribution,1,Energy,,,,,,,,,,,,,
Legislation,A024670, Erin  Appel," Capitol Strategies, LLC", Covanta Energy LLC, Energy,1,Energy,,,,,,,,,,,,,
Legislation,A024674, Erin  Appel," Capitol Strategies, LLC"," Atlantic Bingo Supply, Inc", Gaming/Bingo Supplies,1,Gaming,,,,,,,,,,,,,
Legislation,A024676, Erin  Appel," Capitol Strategies, LLC", Centurion, Correctional Healthcare,1,Other,Other,,,,,,,,,,,,
Legislation,A024678, Erin  Appel," Capitol Strategies, LLC", Chesapeake Regional Information System for our Patients, Health Information Exchange,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024680, Erin  Appel," Capitol Strategies, LLC", International Council of Shopping Centers, Trade Association of Shopping Centers,1,Other,Shopping Centers,,,,,,,,,,,,
Legislation,A024682, Sushant  Sidh," Capitol Strategies, LLC", Association for Accessible Medicines, National Trade Association for manufacturers of generic drugs,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024682, Sushant  Sidh," Capitol Strategies, LLC", Association for Accessible Medicines, National Trade Association for manufacturers of generic drugs,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024684, Erin  Appel," Capitol Strategies, LLC", Educational Testing Service (ETS), Education,1,Education - Miscellaneous,,,,,,,,,,,,,
Legislative,A024685, Erin  Appel," Capitol Strategies, LLC", Educational Testing Service (ETS), Education,1,Education - Miscellaneous,,,,,,,,,,,,,
Legislation,A024686, Erin  Appel," Capitol Strategies, LLC", Gannett Fleming, Engineering,1,Other,Engineering,,,,,,,,,,,,
Legislation,A024688, Erin  Appel," Capitol Strategies, LLC", Delta Bingo t/a Daily Double Bingo, Gaming/Bingo/Lottery/Raffles,1,Gaming,,,,,,,,,,,,,
Legislation,A024690, Erin  Appel," Capitol Strategies, LLC", Brightview Senior Living, Senior Living,1,Other,Senior Living,,,,,,,,,,,,
Legislation,A024692, Erin  Appel," Capitol Strategies, LLC", HMSHost, Procurement,1,Other,Other,,,,,,,,,,,,
Legislation,A024694, Sushant  Sidh," Capitol Strategies, LLC"," Maryland Geothermal Association, The", Trade Organization,1,Energy,,,,,,,,,,,,,
Legislation,A024696, Sushant  Sidh," Capitol Strategies, LLC", Gannett Fleming, Engineering,1,Other,Engineering,,,,,,,,,,,,
Legislation,A024698, Sushant  Sidh," Capitol Strategies, LLC", International Council of Shopping Centers, Trade Association of Shopping Centers,1,Other,Shopping Centers,,,,,,,,,,,,
Legislation,A024700, Sushant  Sidh," Capitol Strategies, LLC", Maryland School Bus Contractors Association, Trade Association for School Transportation,1,Education - Miscellaneous,,,,,,,,,,,,,
,A024702, Sushant  Sidh," Capitol Strategies, LLC"," MTM, Inc", Transportation,1,Transportation - Generally,,,,,,,,,,,,,
Legislation,A024704, Sushant  Sidh," Capitol Strategies, LLC", TikTok Inc. US, Social Media Platform,1,Other,Social Media,,,,,,,,,,,,
Legislation,A024706, Sushant  Sidh," Capitol Strategies, LLC"," Children's Guild, The", Non- Profit Organization,1,Education - Miscellaneous,,,,,,,,,,,,,
Legislation,A024708, Sushant  Sidh," Capitol Strategies, LLC", HHS Tech Group, Information Technology,1,Other,Technology,,,,,,,,,,,,
Legislation,A024712, Sushant  Sidh," Capitol Strategies, LLC", Meritus Health, Health Care,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024714, Sushant  Sidh," Capitol Strategies, LLC", Veritas HHS, Child Support Enforcement and Health Care Administration,1,Other,Child Support Enforcement and Healthcare Administration,,,,,,,,,,,,
,A024716, Shannah Lynn Minderlein, Capitol Strategies LLC, Capitol Strategies LLC, Government Relations,1,Other,All matters pertaining to clients,,,,,,,,,,,,
Delivery,A024718, Hayley  Evans," Evans & Associates, LLC", Corridor Wine and Spirits, Retail,1,Alcoholic Beverages - Local Bills,,2,Alcoholic Beverages - Statewide Bills,,,,,,,,,,
"HB 9, SB 24, HB 230, SB 56, HB 261, HB 586, HB 556, and all other transportation related legislation",A024724, Hayley  Evans," Evans & Associates, LLC", Maryland Asphalt Association, Asphalt Producers,1,Transportation - Generally,,2,Transportation - Highways,,3,Other,Asphalt,4,Other,Construction,,,
hospital related legislation,A024726, Hayley  Evans," Evans & Associates, LLC", University of Maryland Charles Regional Medical Center, Hospital,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
"HB 261, SB 424",A024728, Hayley  Evans," Evans & Associates, LLC", Central Atlantic Precast Concrete Association, Construction,1,Transportation - Generally,,2,Transportation - Highways,,,,,,,,,,
State Budget,A024730, Hayley  Evans," Evans & Associates, LLC"," Chimes, The", Nonprofit Organization,1,Disabled,,2,Other,Nonprofit Organization,3,Other,Labor and Employment,,,,,,
Legislation,A024732, Sushant  Sidh," Capitol Strategies, LLC", Accenture LLP, Consulting,1,Other,Consulting,,,,,,,,,,,,
Legislation,A024734, Sushant  Sidh," Capitol Strategies, LLC", Luminis Health, Healthcare,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024736, Sushant  Sidh," Capitol Strategies, LLC", Chesapeake Regional Information System for our Patients, Health Information Exchange,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
,A024738, John  C. Reith, Rifkin Weiner Livingston LLC, Land Preservation Trust, Preservation,1,Other,Horse Racing,2,Other,Budget,,,,,,,,,
 HB864/SB763; HB1015/SB0902; SB747,A024740, Matan  Zeimer, Jews United for Justice, Jews United for Justice, Social Justice Non-Profit,1,Criminal Law - Procedure,,2,Public Safety,,3,Juvenile Law,,4,Insurance - Health,,5,Operating Budget,
,A024742, Michael V Johansen, Rifkin Weiner Livingston LLC, Land Preservation Trust, Preservation,1,Other,Horse Racing,2,Other,Budget,,,,,,,,,
"HB 376, SB 184, HB 722, SB 674, HB 727, SB 673, HB 815, SB 965",A024744, Hayley  Evans," Evans & Associates, LLC", Quality Imaging Access Coalition of Maryland, Medical Services Coalition,1,Health Care Facilities and Regulation,,2,Health Occupations,,,,,,,,,,
homestead property taxes and business personal property taxes,A024746, Hayley  Evans," Evans & Associates, LLC", Tax Management Associates, Tax management,1,Taxes - Property,,2,Taxes - Property - Local,,,,,,,,,,
"HB 200/SB 181 Budget, I provided background information on Advanced Placement classes in Maryland and lobbied for funding in the budget bill; HB 807 and HB 33 Data Privacy, I monitored the data privacy legislation and provided background information.",A024748, Kevin  McHenry, The College Board," College Board, The", Education,1,Education - Local Bills,,2,Education - Miscellaneous,,3,Higher Education,,4,Primary and Secondary Education,,,,
,A024750, Hayley  Evans," Evans & Associates, LLC", CoreLife, Health Care,1,Health Care Facilities and Regulation,,2,Insurance - Health,,,,,,,,,,
,A024752, Matt  Bohle, Rifkin Weiner Livingston LLC, Land Preservation Trust, Preservation,1,Other,Horse Racing,2,Other,Budget,,,,,,,,,
,A024754, Obie  Chinemere, Rifkin Weiner Livingston LLC, Land Preservation Trust, Preservation,1,Other,Horse Racing,2,Other,Budget,,,,,,,,,
Licensing and Delivery,A024756, Hayley  Evans," Evans & Associates, LLC", Beltway Fine Wine, Retail,1,Alcoholic Beverages - Local Bills,,2,Alcoholic Beverages - Statewide Bills,,,,,,,,,,
Licensing and Delivery,A024756, Hayley  Evans," Evans & Associates, LLC", Beltway Fine Wine, Retail,1,Alcoholic Beverages - Local Bills,,2,Alcoholic Beverages - Statewide Bills,,,,,,,,,,
MVA,A024758, Hayley  Evans," Evans & Associates, LLC", Carvana, Automobile Transactions,1,Private Sector Labor and Industry,,2,Transportation - Generally,,,,,,,,,,
development and zoning,A024760, Hayley  Evans," Evans & Associates, LLC", Protect Perryman Peninsula, Association,1,Other,Development,,,,,,,,,,,,
Legislation,A024762, Sushant  Sidh," Capitol Strategies, LLC", Slice Wireless Solutions, Telecommunications,1,Other,Telecommunications,,,,,,,,,,,,
Legislation,A024764, Sushant  Sidh," Capitol Strategies, LLC"," Aramark Correctional Services, LLC", Correctional Facilities,1,Other,Correctional Institutions,,,,,,,,,,,,
HB 717/SB 772,A024766, Robyn S Elliott, Public Policy Partners, Maryland Affiliate of the American College of Nurse Midwive, Professional Association,1,Health Occupations,nurse midwives and certified midwives,,,,,,,,,,,,
SB 1; SB 858/HB 307; HB 824,A024768, Robyn S Elliott, Public Policy Partners, Marylanders to Prevent Gun Violence, gun violence prevention,1,Criminal Law - Procedure,gun safety,,,,,,,,,,,,
SB 534/HB 1148; GME funding for community health centers; health occupation telehealth regulations,A024770, Robyn S Elliott, Public Policy Partners, Maryland Community Health System, federally qualified health centers,1,Other,federally qualified health centers,,,,,,,,,,,,
school based health center operating budget funding; SB 628,A024772, Robyn S Elliott, Public Policy Partners, Maryland Assembly on School Based Health Care, Professional Association,1,Other,school based health centers,,,,,,,,,,,,
school based health center operating budget funding; SB 628,A024772, Robyn S Elliott, Public Policy Partners, Maryland Assembly on School Based Health Care, Professional Association,1,Other,school based health centers,,,,,,,,,,,,
Nursing workforce shortage; HB 1160/SB 774; HB 611/SB 960; SB 669,A024774, Robyn S Elliott, Public Policy Partners, Maryland Nurses Association, professional association representing,1,Health Occupations,nurses,,,,,,,,,,,,
HB 808/SB 859; hb 705/SB 798; hb812/SB 786; SB 790/HB 995; SB 341/HB 477; operating budget for reproductive health,A024776, Robyn S Elliott, Public Policy Partners, Planned Parenthood of Maryland," Non-profit, healthcare",1,Other,abortion and other reproductive health issues,,,,,,,,,,,,
Medicaid reimbursement for dually eligible participants by LCPCs; HB 1148; hb 722/sb 674,A024778, Robyn S Elliott, Public Policy Partners, Licensed Clinical Professional Counselors of Maryland, Professional Association,1,Health Occupations,licensed clinical professional counselors,,,,,,,,,,,,
"SB362; SB581; SB534; SB582/HB1148; HB1272; SB773; SB283/HB418; SB181/HB200; SB255/HB322; SB328/HB498; SB387/HB274;
HB515/SB785; SB828/HB988; SB201",A024780, Shannon  Hall, Community Behavioral Health Association of Maryland, Community Behavioral Health Association of Maryland, Professional association of community behavioral health providers,1,Insurance - Health,,2,Disabled,,3,Children,,4,Health Occupations,,5,Operating Budget,
Legislation,A024782," David H. Carroll, Jr."," Capitol Strategies, LLC", Abner's, Gaming,1,Gaming,,,,,,,,,,,,,
Legislation,A024784," David H. Carroll, Jr."," Capitol Strategies, LLC", Ameresco, Energy,1,Energy,,,,,,,,,,,,,
Legislation,A024786," David H. Carroll, Jr."," Capitol Strategies, LLC", Association for Accessible Medicines, National Trade Association for manufacturers of generic drugs,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Legislation,A024788," David H. Carroll, Jr."," Capitol Strategies, LLC", Centurion, Correctional Healthcare,1,Other,Correctional Healthcare,,,,,,,,,,,,
